song,performer,date,chart_position,previous_position,peak,weeks_on_chart,hitTF
Going Bad,Meek Mill Featuring Drake,2019-02-02,14,17,6,8,1
HIGHEST IN THE ROOM,Travis Scott,2019-12-07,15,14,1,8,1
Natural,Imagine Dragons,2018-09-22,15,20,15,8,1
Lucid Dreams,Juice WRLD,2018-07-14,16,3,3,8,1
No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",2018-09-29,16,12,5,8,1
Him & I,G-Eazy & Halsey,2018-02-10,16,16,15,8,1
God Is A Woman,Ariana Grande,2018-09-15,17,10,8,8,1
Murder On My Mind,YNW Melly,2019-03-23,17,17,14,8,1
Mine,Bazzi,2018-03-24,17,18,17,8,1
Nonstop,Drake,2018-09-01,18,21,2,8,1
End Game,Taylor Swift Featuring Ed Sheeran & Future,2018-01-27,18,36,18,8,1
Gummo,6ix9ine,2018-01-20,19,20,12,8,1
Good As Hell,Lizzo,2019-10-26,20,24,20,8,1
Mo Bamba,Sheck Wes,2018-10-27,21,24,21,8,1
King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",2018-03-17,23,28,23,8,1
On Chill,Wale Featuring Jeremih,2019-10-12,23,29,23,8,1
I'm Upset,Drake,2018-07-28,24,16,7,8,1
God's Country,Blake Shelton,2019-06-01,24,24,24,8,1
MIA,Bad Bunny Featuring Drake,2018-12-15,25,19,5,8,1
Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",2019-10-12,25,20,11,8,1
Friends,Marshmello & Anne-Marie,2018-04-14,25,30,25,8,1
In My Blood,Shawn Mendes,2018-05-19,27,36,22,8,1
Money,Cardi B,2018-12-22,29,28,13,8,1
Here With Me,Marshmello Featuring CHVRCHES,2019-05-11,31,37,31,8,1
Never Really Over,Katy Perry,2019-08-03,32,32,15,8,1
Lover,Taylor Swift,2019-10-19,34,45,10,8,1
Eastside,"Benny Blanco, Halsey & Khalid",2018-09-15,34,28,28,8,1
My Type,Saweetie,2019-08-31,35,33,33,8,1
Hot,Young Thug Featuring Gunna,2019-10-19,38,37,26,8,1
How Do You Sleep?,Sam Smith,2019-09-21,39,32,29,8,1
Marry Me,Thomas Rhett,2018-02-10,39,36,35,8,1
"Hey Look Ma, I Made It",Panic! At The Disco,2019-06-15,39,40,39,8,1
Japan,Famous Dex,2018-05-26,40,48,28,8,1
Look Back At It,A Boogie Wit da Hoodie,2019-02-09,40,44,40,8,1
Leave Me Alone,Flipp Dinero,2018-11-17,41,55,41,8,1
Graveyard,Halsey,2019-11-16,42,50,42,8,1
Heat,Chris Brown Featuring Gunna,2019-11-02,43,41,41,8,1
I'm A Mess,Bebe Rexha,2018-09-15,44,39,39,8,1
Envy Me,Calboy,2019-02-16,45,43,41,8,1
New Freezer,Rich The Kid Featuring Kendrick Lamar,2018-03-31,45,43,42,8,1
I Was Jack (You Were Diane),Jake Owen,2018-07-28,45,50,45,8,1
Life Changes,Thomas Rhett,2018-08-25,45,56,45,8,1
Hot Girl Bummer,blackbear,2019-11-16,45,57,45,8,1
Mixed Personalities,YNW Melly Featuring Kanye West,2019-03-23,46,50,46,8,1
I Love It,Kanye West & Lil Pump,2018-11-10,47,35,6,8,1
Most People Are Good,Luke Bryan,2018-03-31,47,51,47,8,1
Good Girl,Dustin Lynch,2019-01-12,47,89,47,8,1
Good Vibes,Chris Janson,2019-11-02,48,48,48,8,1
Lemon,N*E*R*D & Rihanna,2018-01-13,48,49,48,8,1
Mercy,Brett Young,2018-07-07,48,60,48,8,1
Living,Dierks Bentley,2019-09-28,51,59,51,8,1
Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,2018-08-18,52,39,39,8,1
Go Loko,"YG, Tyga & Jon Z",2019-07-06,52,49,49,8,1
Hotel Key,Old Dominion,2018-09-01,52,55,52,8,1
Love Someone,Brett Eldredge,2019-06-22,52,57,52,8,1
Eyes On You,Chase Rice,2019-04-20,52,61,52,8,1
Look What God Gave Her,Thomas Rhett,2019-05-04,53,53,48,8,1
Dura,Daddy Yankee,2018-04-07,53,54,50,8,1
Nightmare,Halsey,2019-07-20,54,54,15,8,1
Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,2019-02-02,54,50,43,8,1
Good As You,Kane Brown,2019-04-27,54,53,53,8,1
Earfquake,"Tyler, The Creator",2019-07-20,55,52,13,8,1
Love Lies,Khalid & Normani,2018-04-21,56,56,43,8,1
Just Us,DJ Khaled Featuring SZA,2019-07-20,56,58,43,8,1
Echame La Culpa,Luis Fonsi & Demi Lovato,2018-01-27,57,60,47,8,1
Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone,2018-09-08,57,58,57,8,1
Get Along,Kenny Chesney,2018-06-09,57,59,57,8,1
No Excuses,Meghan Trainor,2018-05-05,58,53,46,8,1
Liar,Camila Cabello,2019-11-09,58,52,52,8,1
Knockin' Boots,Luke Bryan,2019-06-29,59,61,59,8,1
Hooked,Dylan Scott,2018-09-15,60,60,60,8,1
Miss Me More,Kelsea Ballerini,2019-04-06,60,77,60,8,1
Five More Minutes,Scotty McCreery,2018-02-10,61,64,61,8,1
Hardaway,Derez De'Shon,2018-04-07,61,65,61,8,1
Nowadays,Lil Skies Featuring Landon Cube,2018-03-10,62,73,55,8,1
Drew Barrymore,Bryce Vine,2018-10-13,63,51,46,8,1
Easier,5 Seconds Of Summer,2019-07-27,63,66,48,8,1
Lalala,Y2K & bbno$,2019-08-31,64,70,64,8,1
KOD,J. Cole,2018-06-23,65,60,10,8,1
Motivation,Normani,2019-10-19,65,67,33,8,1
Love You Too Late,Cole Swindell,2019-10-05,65,68,65,8,1
Esskeetit,Lil Pump,2018-06-16,66,60,24,8,1
Everyday,Logic & Marshmello,2018-05-05,66,63,29,8,1
Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney,2018-06-23,66,71,66,8,1
Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock",2019-12-07,67,63,60,8,1
Heartache Medication,Jon Pardi,2019-11-30,67,71,67,8,1
Love Ain't,Eli Young Band,2019-06-15,68,62,50,8,1
I Don't Know About You,Chris Lane,2019-09-07,68,59,59,8,1
No Stylist,French Montana Featuring Drake,2018-11-24,69,73,47,8,1
El Farsante,Ozuna & Romeo Santos,2018-03-31,69,66,49,8,1
Love Someone,Lukas Graham,2019-03-02,70,70,70,8,1
For The First Time,Darius Rucker,2018-05-26,71,76,71,8,1
IDGAF,Dua Lipa,2018-03-17,71,78,71,8,1
Hangin' On,Chris Young,2018-11-03,71,78,71,8,1
Enemies,Post Malone Featuring DaBaby,2019-11-09,73,65,16,8,1
I Like Me Better,Lauv,2018-04-14,73,76,73,8,1
Done For Me,Charlie Puth Featuring Kehlani,2018-07-07,74,66,53,8,1
It's You,Ali Gatie,2019-08-17,75,75,70,8,1
La La Land,Bryce Vine Featuring YG,2019-08-03,75,79,75,8,1
Girls Need Love,Summer Walker X Drake,2019-04-27,77,81,37,8,1
Kinfolks,Sam Hunt,2019-12-14,77,70,62,8,1
Down To The Honkytonk,Jake Owen,2019-03-02,77,79,74,8,1
Lucky You,Eminem Featuring Joyner Lucas,2018-11-03,78,74,6,8,1
Falling Down,Lil Peep & XXXTENTACION,2018-11-17,78,75,13,8,1
Drip,Cardi B Featuring Migos,2018-06-09,78,72,21,8,1
I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,2019-05-11,78,64,62,8,1
Nights Like This,Kehlani Featuring Ty Dolla $ign,2019-03-16,79,67,67,8,1
I Lived It,Blake Shelton,2018-05-05,80,66,66,8,1
Hate Me,Ellie Goulding & Juice WRLD,2019-09-21,83,72,72,8,1
MIC Drop,BTS Featuring Desiigner,2018-02-03,84,79,28,8,1
Never Recover,Lil Baby & Gunna Featuring Drake,2018-12-08,85,70,15,8,1
La Modelo,Ozuna x Cardi B,2018-02-24,86,82,52,8,1
Kiss Somebody,Morgan Evans,2018-09-01,86,53,53,8,1
No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny",2019-09-07,86,73,71,8,1
Drunk Girl,Chris Janson,2018-10-27,87,96,82,8,1
Narcos,Migos,2018-03-31,88,92,36,8,1
Fine China,Future & Juice WRLD,2018-12-22,89,88,26,8,1
Lean Wit Me,Juice WRLD,2018-10-06,89,93,68,8,1
Faucet Failure,Ski Mask The Slump God,2019-04-27,89,91,87,8,1
KEKE,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie",2018-03-17,90,63,43,8,1
F.N,Lil Tjay,2019-10-12,90,82,68,8,1
Mona Lisa,Lil Wayne Featuring Kendrick Lamar,2018-12-01,91,87,2,8,1
Growing Pains,Alessia Cara,2018-09-01,92,83,65,8,1
Ella Quiere Beber,Anuel AA & Romeo Santos,2019-01-05,92,80,79,8,1
Make No Sense,YoungBoy Never Broke Again,2019-12-14,96,91,57,8,1
Make It Sweet,Old Dominion,2019-03-02,96,84,84,8,1
Killshot,Eminem,2018-11-17,98,88,3,8,1
God's Plan,Drake,2018-03-31,1,1,1,9,1
In My Feelings,Drake,2018-09-08,1,1,1,9,1
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,2019-05-11,1,1,1,9,1
Nice For What,Drake,2018-06-16,2,1,1,9,1
Girls Like You,Maroon 5 Featuring Cardi B,2018-08-04,3,3,3,9,1
I Like It,"Cardi B, Bad Bunny & J Balvin",2018-06-16,3,7,3,9,1
Finesse,Bruno Mars & Cardi B,2018-03-10,4,3,3,9,1
Memories,Maroon 5,2019-11-30,4,5,4,9,1
Look Alive,BlocBoy JB Featuring Drake,2018-04-21,5,5,5,9,1
I Don't Care,Ed Sheeran & Justin Bieber,2019-07-20,6,4,2,9,1
No Guidance,Chris Brown Featuring Drake,2019-08-17,6,6,6,9,1
Happier,Marshmello & Bastille,2018-10-27,6,8,6,9,1
Lucid Dreams,Juice WRLD,2018-07-21,7,16,3,9,1
FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,2018-09-29,8,7,3,9,1
MotorSport,"Migos, Nicki Minaj & Cardi B",2018-01-13,8,7,6,9,1
No Tears Left To Cry,Ariana Grande,2018-06-30,9,9,3,9,1
Middle Child,J. Cole,2019-03-30,9,8,4,9,1
Goodbyes,Post Malone Featuring Young Thug,2019-09-14,10,12,3,9,1
Drip Too Hard,Lil Baby & Gunna,2018-11-24,10,10,4,9,1
Lose You To Love Me,Selena Gomez,2019-12-28,12,13,1,9,1
Money In The Grave,Drake Featuring Rick Ross,2019-08-24,13,13,7,9,1
Freaky Friday,Lil Dicky Featuring Chris Brown,2018-05-26,13,11,8,9,1
Gummo,6ix9ine,2018-01-27,13,19,12,9,1
If I Can't Have You,Shawn Mendes,2019-07-13,14,14,2,9,1
Natural,Imagine Dragons,2018-09-29,14,15,14,9,1
Good As Hell,Lizzo,2019-11-02,14,20,14,9,1
ME!,Taylor Swift Featuring Brendon Urie,2019-06-29,15,14,2,9,1
Going Bad,Meek Mill Featuring Drake,2019-02-09,15,14,6,9,1
Him & I,G-Eazy & Halsey,2018-02-17,15,16,15,9,1
Mine,Bazzi,2018-03-31,15,17,15,9,1
God Is A Woman,Ariana Grande,2018-09-22,16,17,8,9,1
Murder On My Mind,YNW Melly,2019-03-30,16,17,14,9,1
Mo Bamba,Sheck Wes,2018-11-03,16,21,16,9,1
Nonstop,Drake,2018-09-08,17,18,2,9,1
No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",2018-10-06,17,16,5,9,1
HIGHEST IN THE ROOM,Travis Scott,2019-12-14,20,15,1,9,1
God's Country,Blake Shelton,2019-06-08,20,24,20,9,1
In My Blood,Shawn Mendes,2018-05-26,20,27,20,9,1
King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",2018-03-24,21,23,21,9,1
My Type,Saweetie,2019-09-07,21,35,21,9,1
MIA,Bad Bunny Featuring Drake,2018-12-22,26,25,5,9,1
Meant To Be,Bebe Rexha & Florida Georgia Line,2018-01-06,26,28,26,9,1
On Chill,Wale Featuring Jeremih,2019-10-19,27,23,23,9,1
Eastside,"Benny Blanco, Halsey & Khalid",2018-09-22,28,34,28,9,1
Never Really Over,Katy Perry,2019-08-10,29,32,15,9,1
How Do You Sleep?,Sam Smith,2019-09-28,29,39,29,9,1
Money,Cardi B,2018-12-29,30,29,13,9,1
End Game,Taylor Swift Featuring Ed Sheeran & Future,2018-02-03,30,18,18,9,1
Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",2019-10-19,31,25,11,9,1
Never Recover,Lil Baby & Gunna Featuring Drake,2018-11-03,49,35,15,3,1
Drip,Cardi B Featuring Migos,2018-05-05,51,33,21,3,1
Esskeetit,Lil Pump,2018-05-12,51,37,24,3,1
Motivation,Normani,2019-09-14,51,66,33,3,1
Good As Hell,Lizzo,2019-09-21,51,41,41,3,1
KOD,J. Cole,2018-05-19,52,44,10,3,1
Girls Need Love,Summer Walker X Drake,2019-03-23,52,37,37,3,1
Homicide,Logic Featuring Eminem,2019-06-01,53,21,5,3,1
Hollywood's Bleeding,Post Malone,2019-10-05,53,31,15,3,1
New Freezer,Rich The Kid Featuring Kendrick Lamar,2018-02-24,53,60,53,3,1
Like It's Christmas,Jonas Brothers,2019-12-28,53,61,53,3,1
I'm A Mess,Bebe Rexha,2018-08-11,53,64,53,3,1
Here With Me,Marshmello Featuring CHVRCHES,2019-04-06,53,79,53,3,1
New Patek,Lil Uzi Vert,2018-10-13,54,24,24,3,1
Natural,Imagine Dragons,2018-08-18,54,42,37,3,1
Done For Me,Charlie Puth Featuring Kehlani,2018-06-02,54,53,53,3,1
Mo Bamba,Sheck Wes,2018-09-22,54,73,54,3,1
Into The Unknown,Idina Menzel & AURORA,2019-12-21,55,46,46,3,1
Liar,Camila Cabello,2019-10-05,55,54,54,3,1
On Chill,Wale Featuring Jeremih,2019-09-07,55,57,55,3,1
Everyday,Logic & Marshmello,2018-03-31,56,29,29,3,1
El Farsante,Ozuna & Romeo Santos,2018-02-24,56,49,49,3,1
Heart On Ice,Rod Wave,2019-12-07,56,54,54,3,1
Friends,Marshmello & Anne-Marie,2018-03-10,56,58,56,3,1
Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,2018-12-29,56,80,56,3,1
Kevin's Heart,J. Cole,2018-05-19,57,48,8,3,1
Nowadays,Lil Skies Featuring Landon Cube,2018-02-03,57,55,55,3,1
Dura,Daddy Yankee,2018-03-03,57,61,57,3,1
Emotionless,Drake,2018-07-28,58,38,8,3,1
Narcos,Migos,2018-02-24,58,50,36,3,1
Gold Roses,Rick Ross Featuring Drake,2019-08-24,59,73,39,3,1
La Modelo,Ozuna x Cardi B,2018-01-20,59,61,52,3,1
Needy,Ariana Grande,2019-03-09,60,48,14,3,1
Hear Me Calling,Juice WRLD,2019-03-30,60,38,38,3,1
KIKA,6ix9ine Featuring Tory Lanez,2018-12-22,60,44,44,3,1
Graveyard,Halsey,2019-10-12,60,60,45,3,1
Love Ain't,Eli Young Band,2019-05-11,60,68,60,3,1
Earth,Lil Dicky,2019-05-18,61,41,17,3,1
Heat,Chris Brown Featuring Gunna,2019-09-28,61,70,61,3,1
Life Changes,Thomas Rhett,2018-07-21,61,75,61,3,1
Just Us,DJ Khaled Featuring SZA,2019-06-15,62,60,43,3,1
Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone,2018-08-04,62,60,60,3,1
On The Road,Post Malone Featuring Meek Mill & Lil Baby,2019-10-05,63,48,22,3,1
Imagine,Ariana Grande,2019-01-12,63,71,24,3,1
KEKE,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie",2018-02-10,63,43,43,3,1
Easier,5 Seconds Of Summer,2019-06-22,63,63,48,3,1
Level Up,Ciara,2018-08-18,63,59,59,3,1
Look Back At It,A Boogie Wit da Hoodie,2019-04-13,37,35,32,17,1
Mercy,Brett Young,2018-09-08,38,34,29,17,1
Lover,Taylor Swift,2019-12-21,40,32,10,17,1
My Type,Saweetie,2019-11-02,40,35,21,17,1
FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,2018-11-24,42,31,3,17,1
Marry Me,Thomas Rhett,2018-04-14,44,35,30,17,1
Good As You,Kane Brown,2019-06-29,48,46,36,17,1
Gummo,6ix9ine,2018-03-24,52,28,12,17,1
Murder On My Mind,YNW Melly,2019-05-25,52,49,14,17,1
Miss Me More,Kelsea Ballerini,2019-06-08,52,60,52,17,1
Dura,Daddy Yankee,2018-06-09,53,47,43,17,1
Greatest Love Story,LANCO,2018-01-13,53,58,45,17,1
I Like Me Better,Lauv,2018-06-16,53,56,53,17,1
Look What God Gave Her,Thomas Rhett,2019-07-06,54,37,32,17,1
Lemon,N*E*R*D & Rihanna,2018-03-17,56,51,40,17,1
Make It Sweet,Old Dominion,2019-05-04,56,57,56,17,1
King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",2018-05-19,60,66,21,17,1
IDGAF,Dua Lipa,2018-05-19,61,69,54,17,1
Losing Sleep,Chris Young,2018-02-03,62,61,61,17,1
ME!,Taylor Swift Featuring Brendon Urie,2019-08-24,63,66,2,17,1
Like I Loved You,Brett Young,2018-02-03,63,52,46,17,1
No Stylist,French Montana Featuring Drake,2019-01-26,63,61,47,17,1
Girls Need Love,Summer Walker X Drake,2019-06-29,64,64,37,17,1
I'll Name The Dogs,Blake Shelton,2018-01-20,66,56,56,17,1
Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone,2018-11-10,69,60,52,17,1
Freaky Friday,Lil Dicky Featuring Chris Brown,2018-07-21,72,72,8,17,1
Eyes On You,Chase Rice,2019-06-22,72,65,38,17,1
Light It Up,Luke Bryan,2018-01-06,73,72,57,17,1
New Freezer,Rich The Kid Featuring Kendrick Lamar,2018-06-02,75,73,41,17,1
Five More Minutes,Scotty McCreery,2018-04-14,76,72,44,17,1
Ella Quiere Beber,Anuel AA & Romeo Santos,2019-03-09,76,78,61,17,1
I Don't Know About You,Chris Lane,2019-11-09,79,54,39,17,1
Most People Are Good,Luke Bryan,2018-06-02,81,75,43,17,1
Mixed Personalities,YNW Melly Featuring Kanye West,2019-05-25,82,78,42,17,1
Hotel Key,Old Dominion,2018-11-03,84,79,48,17,1
Go Loko,"YG, Tyga & Jon Z",2019-09-07,84,63,49,17,1
Lalala,Y2K & bbno$,2019-11-02,84,80,55,17,1
I Lived It,Blake Shelton,2018-07-07,85,63,63,17,1
Love Ain't,Eli Young Band,2019-08-17,87,91,50,17,1
F**k Love,XXXTENTACION Featuring Trippie Redd,2018-01-06,96,91,41,17,1
Echame La Culpa,Luis Fonsi & Demi Lovato,2018-03-31,97,99,47,17,1
El Farsante,Ozuna & Romeo Santos,2018-06-02,100,96,49,17,1
Girls Like You,Maroon 5 Featuring Cardi B,2018-10-06,1,1,1,18,1
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,2019-07-13,1,1,1,18,1
I Like It,"Cardi B, Bad Bunny & J Balvin",2018-08-18,3,2,1,18,1
God's Plan,Drake,2018-06-02,3,3,1,18,1
Happier,Marshmello & Bastille,2018-12-29,5,4,3,18,1
Lucid Dreams,Juice WRLD,2018-09-22,5,7,3,18,1
No Tears Left To Cry,Ariana Grande,2018-09-01,7,12,3,18,1
No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,2018-01-27,7,5,4,18,1
No Guidance,Chris Brown Featuring Drake,2019-10-19,7,5,5,18,1
Meant To Be,Bebe Rexha & Florida Georgia Line,2018-03-10,7,8,7,18,1
Drip Too Hard,Lil Baby & Gunna,2019-01-26,8,8,4,18,1
Gucci Gang,Lil Pump,2018-01-27,11,12,3,18,1
Nice For What,Drake,2018-08-18,12,10,1,18,1
Let You Down,NF,2018-03-03,12,12,12,18,1
I Don't Care,Ed Sheeran & Justin Bieber,2019-09-21,13,8,2,18,1
Friends,Marshmello & Anne-Marie,2018-06-23,13,14,11,18,1
Going Bad,Meek Mill Featuring Drake,2019-04-13,14,12,6,18,1
If I Can't Have You,Shawn Mendes,2019-09-14,16,16,2,18,1
Money,Cardi B,2019-03-02,16,19,13,18,1
Middle Child,J. Cole,2019-06-01,17,14,4,18,1
Mo Bamba,Sheck Wes,2019-01-05,17,16,6,18,1
I Fall Apart,Post Malone,2018-02-10,17,19,16,18,1
Look Alive,BlocBoy JB Featuring Drake,2018-06-23,18,19,5,18,1
Mine,Bazzi,2018-06-02,18,17,11,18,1
Natural,Imagine Dragons,2018-12-01,20,13,13,18,1
Goodbyes,Post Malone Featuring Young Thug,2019-11-16,21,24,3,18,1
"Hey Look Ma, I Made It",Panic! At The Disco,2019-08-24,21,19,16,18,1
Eastside,"Benny Blanco, Halsey & Khalid",2018-11-24,21,18,18,18,1
How Long,Charlie Puth,2018-02-24,21,21,21,18,1
Leave Me Alone,Flipp Dinero,2019-01-26,21,21,21,18,1
I Get The Bag,Gucci Mane Featuring Migos,2018-01-06,22,19,11,18,1
In My Feelings,Drake,2018-11-10,23,23,1,18,1
God Is A Woman,Ariana Grande,2018-11-24,23,20,8,18,1
In My Blood,Shawn Mendes,2018-07-28,23,23,11,18,1
God's Country,Blake Shelton,2019-08-10,24,21,17,18,1
Nonstop,Drake,2018-11-10,25,22,2,18,1
Money In The Grave,Drake Featuring Rick Ross,2019-10-26,25,21,7,18,1
Lights Down Low,MAX Featuring gnash,2018-02-24,27,30,27,18,1
MIA,Bad Bunny Featuring Drake,2019-02-23,28,19,5,18,1
Hot,Young Thug Featuring Gunna,2019-12-28,31,33,11,18,1
Finesse,Bruno Mars & Cardi B,2018-05-12,33,25,3,18,1
Knockin' Boots,Luke Bryan,2019-09-07,34,34,32,18,1
MotorSport,"Migos, Nicki Minaj & Cardi B",2018-03-17,35,30,6,18,1
How Do You Sleep?,Sam Smith,2019-11-30,35,31,24,18,1
Envy Me,Calboy,2019-04-27,35,34,34,18,1
Look Back At It,A Boogie Wit da Hoodie,2019-04-20,36,37,32,18,1
Love Lies,Khalid & Normani,2018-06-30,36,34,34,18,1
FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,2018-12-01,38,42,3,18,1
Him & I,G-Eazy & Halsey,2018-04-21,44,32,14,18,1
Get Along,Kenny Chesney,2018-08-18,44,22,22,18,1
On Chill,Wale Featuring Jeremih,2019-12-21,45,35,22,18,1
I Like Me Better,Lauv,2018-06-23,46,53,46,18,1
I'm A Mess,Bebe Rexha,2018-11-24,47,35,35,18,1
Miss Me More,Kelsea Ballerini,2019-06-15,47,52,47,18,1
Lover,Taylor Swift,2019-12-28,48,40,10,18,1
Look What God Gave Her,Thomas Rhett,2019-07-13,51,54,32,18,1
My Type,Saweetie,2019-11-09,53,40,21,18,1
Mercy,Brett Young,2018-09-15,55,38,29,18,1
Marry Me,Thomas Rhett,2018-04-21,55,44,30,18,1
King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",2018-05-26,56,60,21,18,1
ME!,Taylor Swift Featuring Brendon Urie,2019-08-31,58,63,2,18,1
Good As You,Kane Brown,2019-07-06,58,48,36,18,1
IDGAF,Dua Lipa,2018-05-26,59,61,54,18,1
Losing Sleep,Chris Young,2018-02-10,60,62,60,18,1
Murder On My Mind,YNW Melly,2019-06-01,61,52,14,18,1
Lemon,N*E*R*D & Rihanna,2018-03-24,61,56,40,18,1
Greatest Love Story,LANCO,2018-01-20,61,53,45,18,1
Gummo,6ix9ine,2018-03-31,63,52,12,18,1
Stir Fry,Migos,2018-04-14,17,13,8,15,1
Pray For Me,The Weeknd & Kendrick Lamar,2018-05-26,18,22,7,15,1
Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",2019-01-19,19,19,11,15,1
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,2019-06-01,20,15,2,15,1
Pop Out,Polo G Featuring Lil Tjay,2019-07-13,20,19,11,15,1
Sweet But Psycho,Ava Max,2019-04-06,20,20,20,15,1
A Lot,21 Savage,2019-04-13,22,22,12,15,1
Shallow,Lady Gaga & Bradley Cooper,2019-01-19,23,29,5,15,1
Beer Never Broke My Heart,Luke Combs,2019-08-24,23,21,21,15,1
Back To You,Selena Gomez,2018-09-01,23,25,22,15,1
Rumor,Lee Brice,2019-06-29,25,36,25,15,1
Plug Walk,Rich The Kid,2018-06-02,26,22,13,15,1
Act Up,City Girls,2019-06-22,26,28,26,15,1
One Kiss,Calvin Harris & Dua Lipa,2018-07-28,26,29,26,15,1
Delicate,Taylor Swift,2018-06-30,27,25,25,15,1
Plain Jane,A$AP Ferg Featuring Nicki Minaj,2018-01-20,29,31,29,15,1
One Man Band,Old Dominion,2019-12-14,30,22,20,15,1
Broken,lovelytheband,2018-11-03,30,33,30,15,1
All The Stars,Kendrick Lamar & SZA,2018-04-28,31,25,7,15,1
Ballin',Mustard Featuring Roddy Ricch,2019-11-09,31,27,27,15,1
All To Myself,Dan + Shay,2019-08-24,31,33,31,15,1
Beautiful,Bazzi Featuring Camila Cabello,2018-11-24,32,32,31,15,1
Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,2019-03-09,33,37,28,15,1
She Got The Best Of Me,Luke Combs,2018-12-01,34,35,34,15,1
Please Me,Cardi B & Bruno Mars,2019-06-08,35,33,3,15,1
Be Careful,Cardi B,2018-07-21,36,48,11,15,1
Speechless,Dan + Shay,2018-12-29,36,34,33,15,1
Shotta Flow,NLE Choppa,2019-08-10,36,36,36,15,1
Baby,Lil Baby & DaBaby,2019-11-09,38,30,21,15,1
Simple,Florida Georgia Line,2018-09-22,38,40,32,15,1
One Thing Right,Marshmello & Kane Brown,2019-10-12,38,47,38,15,1
Plug Walk,Rich The Kid,2018-06-23,33,35,13,18,1
Beer Never Broke My Heart,Luke Combs,2019-09-14,33,27,21,18,1
Baby,Lil Baby & DaBaby,2019-11-30,34,34,21,18,1
Plain Jane,A$AP Ferg Featuring Nicki Minaj,2018-02-10,34,27,27,18,1
All The Stars,Kendrick Lamar & SZA,2018-05-19,35,49,7,18,1
Rumor,Lee Brice,2019-07-20,35,32,25,18,1
One Thing Right,Marshmello & Kane Brown,2019-11-02,36,38,36,18,1
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,2019-06-22,37,31,2,18,1
Beautiful,Bazzi Featuring Camila Cabello,2018-12-15,37,30,30,18,1
Stir Fry,Migos,2018-05-05,39,23,8,18,1
One Kiss,Calvin Harris & Dua Lipa,2018-08-18,40,30,26,18,1
Be Careful,Cardi B,2018-08-11,43,46,11,18,1
Pray For Me,The Weeknd & Kendrick Lamar,2018-06-16,44,29,7,18,1
Shotta Flow,NLE Choppa,2019-08-31,45,40,36,18,1
Sit Next To Me,Foster The People,2018-07-28,46,42,42,18,1
All To Myself,Dan + Shay,2019-09-14,47,48,31,18,1
She Got The Best Of Me,Luke Combs,2018-12-22,47,49,34,18,1
Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",2018-09-01,47,49,36,18,1
Best Shot,Jimmie Allen,2019-01-26,48,39,37,18,1
One Number Away,Luke Combs,2018-07-28,49,49,34,18,1
Bury A Friend,Billie Eilish,2019-06-08,51,55,14,18,1
Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",2018-01-27,51,53,46,18,1
Roll In Peace,Kodak Black Featuring XXXTENTACION,2018-01-06,51,51,51,18,1
Simple,Florida Georgia Line,2018-10-13,53,42,32,18,1
Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,2019-05-04,54,48,38,18,1
Baby Shark,Pinkfong,2019-05-11,55,47,32,18,1
Please Me,Cardi B & Bruno Mars,2019-06-29,57,51,3,18,1
Bartier Cardi,Cardi B Featuring 21 Savage,2018-05-05,60,40,14,18,1
Cash Shit,Megan Thee Stallion Featuring DaBaby,2019-11-02,60,59,36,18,1
